idioma,audio,modo,fallo,duracion_audio_s,tiempo_total_s,rtf,hypothesis,reference
es,en.20090324.3.2-058,offline,,89.0253125,85.25806825000109,0.9576834481766193," Yo quisiera, respecto al informe sobre microcréditos, felicitar a todos los ponentes porque han hecho un gran trabajo, han mejorado sin duda la iniciativa de la Comisión. Y entiendo que las recomendaciones que se establecen aquí nos van a permitir ser la base para desarrollar un auténtico marco en la Unión Europea del sector del microcrédito. Un sector que ha sido un éxito en muchos países en desarrollo, incluso en algunos europeos, tanto como mecanismo de actividad económica como un instrumento para mejorar la inclusión social y la creación de empleo. Pero que no se había trasladado al sector o al contexto comunitario. Y yo creo que es una oportunidad para hacerlo, sobre todo partiendo del contexto económico y financiero en el que estamos. Es prioritario en ese sentido reforzar la iniciativa que se avanza aquí, pero hay que dar más pasos, hay que aumentar los fondos disponibles para esta estructura de apoyo al microcrédito, hay que facilitar la disponibilidad para las personas y las empresas que no tienen acceso a los préstamos y en ese sentido quisiera destacar, Presidenta, el ejemplo de lo que es la garantía europea para préstamos de microcréditos como un instrumento que puede facilitar ese acceso y que se ha incluido en el informe. Y termino pensando que sin duda esto va a asentar las bases para que podamos crear un marco armónico en el contexto europeo que impulse el sector del microcrédito.","Señora Presidenta , yo quisiera , respecto al informe sobre los microcréditos , felicitar a todos los ponentes , porque han hecho un gran trabajo . Han mejorado , sin duda , la iniciativa de la Comisión .
Entiendo que las recomendaciones que se establecen aquí nos van a permitir sentar la base para desarrollar un auténtico marco en la Unión Europea del sector del microcrédito , sector que ha sido un éxito en muchos países en desarrollo , incluso en algunos europeos , tanto como mecanismo de actividad económica , como instrumento para mejorar la inclusión social y la creación de empleo . Pero no se había trasladado al contexto comunitario y yo creo que es una oportunidad para hacerlo , sobre todo partiendo del contexto económico y financiero en el que nos encontramos .
Es prioritario , en ese sentido , reforzar las iniciativas que se avanzan aquí , pero hay que dar más pasos . Hay que aumentar los fondos disponibles para estas estructuras de apoyo al microcrédito . Hay que facilitar la disponibilidad para las personas y las empresas que no tienen acceso a los préstamos y , en ese sentido , quisiera destacar , señora Presidenta , el ejemplo de la garantía europea para préstamos de microcréditos , como un instrumento que puede facilitar ese acceso , y que se ha incluido en el informe .
Y termino pensando que , sin duda , esto va a sentar las bases para que podamos crear un marco armónico en el contexto europeo que impulse el sector del microcrédito .
"
es,en.20090324.3.2-058,streaming,,89.0253125,79.80685811299918,0.8964513111144562," Yo quisiera, respecto al informe sobre microcréditos, felicitar a todos los ponentes porque han hecho un gran trabajo, han mejorado sin duda la iniciativa de la Comisión. Y entiendo que las recomendaciones que se establecen aquí nos van a permitir ser la base para desarrollar un auténtico marco en la Unión Europea del sector del microcrédito. Un sector que ha sido un éxito en muchos países en desarrollo, incluso en algunos europeos, tanto como mecanismo de actividad económica como un instrumento para mejorar la inclusión social y la creación de empleo. Pero que no se había trasladado al sector o al contexto comunitario. Y yo creo que es una oportunidad para hacerlo, sobre todo partiendo del contexto económico y financiero en el que estamos. Es prioritario en ese sentido reforzar la iniciativa que se avanza aquí, pero hay que dar más pasos, hay que aumentar los fondos disponibles para esta estructura de apoyo al microcrédito, hay que facilitar la disponibilidad para las personas y las empresas que no tienen acceso a los préstamos y en ese sentido quisiera destacar, Presidenta, el ejemplo de lo que es la garantía europea para préstamos de microcréditos como un instrumento que puede facilitar ese acceso y que se ha incluido en el informe. Y termino pensando que sin duda esto va a asentar las bases para que podamos crear un marco armónico en el contexto europeo que impulse el sector del microcrédito.","Señora Presidenta , yo quisiera , respecto al informe sobre los microcréditos , felicitar a todos los ponentes , porque han hecho un gran trabajo . Han mejorado , sin duda , la iniciativa de la Comisión .
Entiendo que las recomendaciones que se establecen aquí nos van a permitir sentar la base para desarrollar un auténtico marco en la Unión Europea del sector del microcrédito , sector que ha sido un éxito en muchos países en desarrollo , incluso en algunos europeos , tanto como mecanismo de actividad económica , como instrumento para mejorar la inclusión social y la creación de empleo . Pero no se había trasladado al contexto comunitario y yo creo que es una oportunidad para hacerlo , sobre todo partiendo del contexto económico y financiero en el que nos encontramos .
Es prioritario , en ese sentido , reforzar las iniciativas que se avanzan aquí , pero hay que dar más pasos . Hay que aumentar los fondos disponibles para estas estructuras de apoyo al microcrédito . Hay que facilitar la disponibilidad para las personas y las empresas que no tienen acceso a los préstamos y , en ese sentido , quisiera destacar , señora Presidenta , el ejemplo de la garantía europea para préstamos de microcréditos , como un instrumento que puede facilitar ese acceso , y que se ha incluido en el informe .
Y termino pensando que , sin duda , esto va a sentar las bases para que podamos crear un marco armónico en el contexto europeo que impulse el sector del microcrédito .
"
es,en.20121025.28.4-369-000,offline,,65.015875,59.96002743200006,0.9222367219083042, Yo también quiero felicitar al ponente y al resto de los colegas que han trabajado en esta reforma muy adecuadamente. La crisis financiera se ha incrementado debido a la existencia de complejos y extraños valores negociables que se vinculan a instrumentos derivados y a negociaciones fuera de los mercados oficiales. Todo ello con el ánimo de conseguir altas rentabilidades a gran celeridad. Resulta necesario atraer a un mercado transparente las operaciones financieras para garantizar la buena formación de los precios y la competencia de los productos negociables. Pero sobre todo es imprescindible que la información ofrecida sea comprensible para los inversores que han de tener pleno conocimiento para prestar libre consentimiento a los riesgos que asumen. De nada sirve la transparencia como un gran destello de luz si el embrollo en la configuración de los productos negociables ciega el entendimiento de los ciudadanos. Gracias.,"Señor Presidente , yo también quiero felicitar al ponente y al resto de diputados que han trabajado en esta reforma muy adecuadamente .
La crisis financiera se ha incrementado debido a la existencia de complejos y extraños valores negociables que se vinculan a instrumentos derivados y a negociaciones fuera de los mercados oficiales , todo ello con el ánimo de conseguir altas rentabilidades a gran celeridad .
Resulta necesario atraer las operaciones financieras a un mercado transparente para garantizar la buena formación de los precios y la competencia de los productos negociables . Pero , sobre todo , es imprescindible que la información ofrecida sea comprensible para los inversores , que han de tener pleno conocimiento para prestar libre consentimiento a los riesgos que asumen .
De nada sirve la transparencia , como un gran destello de luz , si el embrollo en la configuración de los productos negociables ciega el entendimiento de los ciudadanos .
"
es,en.20121025.28.4-369-000,streaming,,65.015875,60.437514130000636,0.9295808774395583, Yo también quiero felicitar al ponente y al resto de los colegas que han trabajado en esta reforma muy adecuadamente. La crisis financiera se ha incrementado debido a la existencia de complejos y extraños valores negociables que se vinculan a instrumentos derivados y a negociaciones fuera de los mercados oficiales. Todo ello con el ánimo de conseguir altas rentabilidades a gran celeridad. Resulta necesario atraer a un mercado transparente las operaciones financieras para garantizar la buena formación de los precios y la competencia de los productos negociables. Pero sobre todo es imprescindible que la información ofrecida sea comprensible para los inversores que han de tener pleno conocimiento para prestar libre consentimiento a los riesgos que asumen. De nada sirve la transparencia como un gran destello de luz si el embrollo en la configuración de los productos negociables ciega el entendimiento de los ciudadanos. Gracias.,"Señor Presidente , yo también quiero felicitar al ponente y al resto de diputados que han trabajado en esta reforma muy adecuadamente .
La crisis financiera se ha incrementado debido a la existencia de complejos y extraños valores negociables que se vinculan a instrumentos derivados y a negociaciones fuera de los mercados oficiales , todo ello con el ánimo de conseguir altas rentabilidades a gran celeridad .
Resulta necesario atraer las operaciones financieras a un mercado transparente para garantizar la buena formación de los precios y la competencia de los productos negociables . Pero , sobre todo , es imprescindible que la información ofrecida sea comprensible para los inversores , que han de tener pleno conocimiento para prestar libre consentimiento a los riesgos que asumen .
De nada sirve la transparencia , como un gran destello de luz , si el embrollo en la configuración de los productos negociables ciega el entendimiento de los ciudadanos .
"
es,en.20101124.20.3-339,offline,,88.0036875,88.0250821410009,1.0002431107332963," Gracias también a la señora comisaria. Comparto el deseo de esta Cámara. Quiero que las propuestas de los europeos obtengan el respaldo que merecen en Cancún. En relación con este debate, hay que subrayar la importancia de las ciudades en la preservación del medio. Existe un pacto entre más de mil alcaldes de la Unión Europea que demuestra la existencia de un reconocimiento del problema por parte de estas autoridades, cuya actuación resulta determinante si queremos tener éxito. De nada valen las grandes palabras que utilicemos si no contamos con la colaboración de los alcaldes de las ciudades. Para ello es muy importante que se divulguen las emisiones, pues las ciudades producen casi un 80% de los gases de efecto invernadero. Hoy día no existe esta divulgación, ni lo que es peor, un patrón común para la medición misma de estas emisiones. Existe una organización sin ánimo de lucro que se llama Proyecto de Divulgación del CO2, que ya acoge la información de miles de empresas y que pienso podría ser utilizada también por los ayuntamientos. Sin su concurso, sin el concurso de estos ayuntamientos y de los alcaldes, la actuación medioambiental se queda en humo. El humo del que precisamente queremos huir. Muchas gracias.","Señor Presidente , señora Comisaria , comparto el deseo de esta Cámara . Quiero que las propuestas de los europeos obtengan el respaldo que merecen en Cancún .
En relación con este debate hay que subrayar la importancia de las ciudades en la preservación del medio . Existe un pacto entre más de mil alcaldes de la Unión Europea que demuestra la existencia de un reconocimiento del problema por parte de estas autoridades , cuya actuación resulta determinante si queremos tener éxito . De nada valen las grandes palabras que utilicemos si no contamos con la colaboración de los alcaldes de las ciudades .
Para ello , es muy importante que se divulguen las emisiones , pues las ciudades producen casi un 80 % de los gases de efecto invernadero . Hoy día no existe esta divulgación ni , lo que es peor , un patrón común para la medición misma de estas emisiones .
Existe una organización sin ánimo de lucro que se llama « Proyecto de divulgación del CO
» que ya acoge la información de miles de empresas y que – pienso – podría ser utilizada también por los ayuntamientos . Sin su concurso , sin el concurso de estos ayuntamientos y de los alcaldes , la actuación medioambiental se queda en humo , el humo del que precisamente queremos huir .
"
es,en.20101124.20.3-339,streaming,,88.0036875,78.97860728100204,0.8974465675770921," Gracias también a la señora comisaria. Comparto el deseo de esta Cámara. Quiero que las propuestas de los europeos obtengan el respaldo que merecen en Cancún. En relación con este debate, hay que subrayar la importancia de las ciudades en la preservación del medio. Existe un pacto entre más de mil alcaldes de la Unión Europea que demuestra la existencia de un reconocimiento del problema por parte de estas autoridades, cuya actuación resulta determinante si queremos tener éxito. De nada valen las grandes palabras que utilicemos si no contamos con la colaboración de los alcaldes de las ciudades. Para ello es muy importante que se divulguen las emisiones, pues las ciudades producen casi un 80% de los gases de efecto invernadero. Hoy día no existe esta divulgación, ni lo que es peor, un patrón común para la medición misma de estas emisiones. Existe una organización sin ánimo de lucro que se llama Proyecto de Divulgación del CO2, que ya acoge la información de miles de empresas y que pienso podría ser utilizada también por los ayuntamientos. Sin su concurso, sin el concurso de estos ayuntamientos y de los alcaldes, la actuación medioambiental se queda en humo. El humo del que precisamente queremos huir. Muchas gracias.","Señor Presidente , señora Comisaria , comparto el deseo de esta Cámara . Quiero que las propuestas de los europeos obtengan el respaldo que merecen en Cancún .
En relación con este debate hay que subrayar la importancia de las ciudades en la preservación del medio . Existe un pacto entre más de mil alcaldes de la Unión Europea que demuestra la existencia de un reconocimiento del problema por parte de estas autoridades , cuya actuación resulta determinante si queremos tener éxito . De nada valen las grandes palabras que utilicemos si no contamos con la colaboración de los alcaldes de las ciudades .
Para ello , es muy importante que se divulguen las emisiones , pues las ciudades producen casi un 80 % de los gases de efecto invernadero . Hoy día no existe esta divulgación ni , lo que es peor , un patrón común para la medición misma de estas emisiones .
Existe una organización sin ánimo de lucro que se llama « Proyecto de divulgación del CO
» que ya acoge la información de miles de empresas y que – pienso – podría ser utilizada también por los ayuntamientos . Sin su concurso , sin el concurso de estos ayuntamientos y de los alcaldes , la actuación medioambiental se queda en humo , el humo del que precisamente queremos huir .
"
es,en.20100708.3.4-032,offline,,65.991125,63.674386310001864,0.9648931778326535," Muchas gracias. Señor comisario, señorías, en los próximos meses entraremos de lleno en el debate sobre la nueva PAC. Es importante alcanzar un buen acuerdo, así que espero que la presidencia belga logre lo que no ha conseguido la presidencia española, es decir, encauzar las discusiones de forma que los Estados miembros se comprometan a mantener ya en el futuro una política agrícola común verdaderamente fuerte, con un presupuesto suficiente para hacer frente a las necesidades de los 27 Estados miembros, los nuevos y los antiguos, y no ocurra como en 2005 que faltó dinero y hubo que inventarse la modulación. En la próxima reforma de la PAC nos jugamos la viabilidad de un sector que no solo aporta bienes y servicios intangibles, como el cuidado del entorno, sino que también debería asegurar el aprovisionamiento de alimentos a los ciudadanos europeos. Ya hemos sido testigos en el pasado de situaciones dolorosas de carestía, por lo que es necesario que el Parlamento Europeo tiene que dar seguridad y abastecimiento basado en la producción comunitaria, como principal objetivo de la próxima reforma, sin dejar de lado otras aportaciones como la lucha contra el cambio climático. Muchas gracias.","Señor Presidente , señor Comisario , Señorías , en los próximos meses entraremos de lleno en el debate sobre la nueva PAC . Es importante alcanzar un buen acuerdo , así que espero que la Presidencia belga logre lo que no ha conseguido la Presidencia española , es decir , encauzar las discusiones de forma que los Estados miembros se comprometan ya a mantener en el futuro una política agrícola común verdaderamente fuerte , con un presupuesto suficiente para hacer frente a las necesidades de los veintisiete Estados miembros , los nuevos y los antiguos , y no ocurra como en 2005 , que faltó dinero y hubo que inventarse la modulación .
En la próxima reforma de la PAC nos jugamos la viabilidad de un sector que no solo aporta bienes y servicios intangibles , como el cuidado del entorno , sino que también debería asegurar el aprovisionamiento de alimentos a los ciudadanos europeos . Ya hemos sido testigos , en el pasado , de situaciones dolorosas de carestía , por lo que es necesario que el Parlamento Europeo dé seguridad de abastecimiento basado en la producción comunitaria , como principal objetivo de la próxima reforma , sin dejar de lado otras aportaciones , como la lucha contra el cambio climático .
"
es,en.20100708.3.4-032,streaming,,65.991125,62.47178616200108,0.9466695129383093," Muchas gracias. Señor comisario, señorías, en los próximos meses entraremos de lleno en el debate sobre la nueva PAC. Es importante alcanzar un buen acuerdo, así que espero que la presidencia belga logre lo que no ha conseguido la presidencia española, es decir, encauzar las discusiones de forma que los Estados miembros se comprometan a mantener ya en el futuro una política agrícola común verdaderamente fuerte, con un presupuesto suficiente para hacer frente a las necesidades de los 27 Estados miembros, los nuevos y los antiguos, y no ocurra como en 2005 que faltó dinero y hubo que inventarse la modulación. En la próxima reforma de la PAC nos jugamos la viabilidad de un sector que no solo aporta bienes y servicios intangibles, como el cuidado del entorno, sino que también debería asegurar el aprovisionamiento de alimentos a los ciudadanos europeos. Ya hemos sido testigos en el pasado de situaciones dolorosas de carestía, por lo que es necesario que el Parlamento Europeo tiene que dar seguridad y abastecimiento basado en la producción comunitaria, como principal objetivo de la próxima reforma, sin dejar de lado otras aportaciones como la lucha contra el cambio climático. Muchas gracias.","Señor Presidente , señor Comisario , Señorías , en los próximos meses entraremos de lleno en el debate sobre la nueva PAC . Es importante alcanzar un buen acuerdo , así que espero que la Presidencia belga logre lo que no ha conseguido la Presidencia española , es decir , encauzar las discusiones de forma que los Estados miembros se comprometan ya a mantener en el futuro una política agrícola común verdaderamente fuerte , con un presupuesto suficiente para hacer frente a las necesidades de los veintisiete Estados miembros , los nuevos y los antiguos , y no ocurra como en 2005 , que faltó dinero y hubo que inventarse la modulación .
En la próxima reforma de la PAC nos jugamos la viabilidad de un sector que no solo aporta bienes y servicios intangibles , como el cuidado del entorno , sino que también debería asegurar el aprovisionamiento de alimentos a los ciudadanos europeos . Ya hemos sido testigos , en el pasado , de situaciones dolorosas de carestía , por lo que es necesario que el Parlamento Europeo dé seguridad de abastecimiento basado en la producción comunitaria , como principal objetivo de la próxima reforma , sin dejar de lado otras aportaciones , como la lucha contra el cambio climático .
"
es,en.20120911.4.2-035-000,offline,,58.0035,53.1869415000001,0.9169608989112743," Muchas gracias, presidente. El acuerdo alcanzado por el Parlamento y el Consejo refleja lo que los Estados miembros implicados aprobaron por unanimidad en la OMI. Estos mares presentan un estado preocupante en términos de acidificación. Además, su capacidad de regeneración es muy limitada. Los combustibles exigidos van a ser más caros y por eso se prevé una ayuda económica para los empresarios, cosa que es muy razonable. Pero algunos colegas han intentado que los requisitos para los nuevos combustibles se apliquen también a todos los mares de la Unión Europea. Nos encontraríamos con la paradoja de que un problema medioambiental de algunos países de la Unión se quiera resolver creando un problema económico de primer orden en el Mediterráneo que no tiene ese problema, pero que tiene otro tipo de problema medioambientales cuyos costes no se pretende imponer al resto de los países. El tratado es muy claro. Hay que proteger las zonas sensibles, pero todas las zonas no son igualmente sensibles. Muchas gracias.","Señor Presidente , el acuerdo alcanzado por el Parlamento y el Consejo refleja lo que los Estados miembros implicados aprobaron por unanimidad en la OMI . Estos mares presentan un estado preocupante en términos de acidificación . Además , su capacidad de regeneración es muy limitada . Los combustibles exigidos van a ser más caros y , por eso , se prevé una ayuda económica para los empresarios , lo que es muy razonable .
Pero algunos diputados han intentado que los requisitos para los nuevos combustibles se apliquen a todos los mares de la Unión Europea . Nos encontraríamos con la paradoja de que un problema medioambiental de algunos países de la Unión se quiera resolver creando un problema económico de primer orden en el Mediterráneo , que no tiene ese problema medioambiental , pero que tiene otro tipo de problemas medioambientales cuyos costes no se pretende imponer al resto de los países .
El Tratado es muy claro . Hay que proteger las zonas sensibles . Pero todas las zonas no son igualmente sensibles .
"
es,en.20120911.4.2-035-000,streaming,,58.0035,55.71026592000271,0.9604638671804755," Muchas gracias, presidente. El acuerdo alcanzado por el Parlamento y el Consejo refleja lo que los Estados miembros implicados aprobaron por unanimidad en la OMI. Estos mares presentan un estado preocupante en términos de acidificación. Además, su capacidad de regeneración es muy limitada. Los combustibles exigidos van a ser más caros y por eso se prevé una ayuda económica para los empresarios, cosa que es muy razonable. Pero algunos colegas han intentado que los requisitos para los nuevos combustibles se apliquen también a todos los mares de la Unión Europea. Nos encontraríamos con la paradoja de que un problema medioambiental de algunos países de la Unión se quiera resolver creando un problema económico de primer orden en el Mediterráneo que no tiene ese problema, pero que tiene otro tipo de problema medioambientales cuyos costes no se pretende imponer al resto de los países. El tratado es muy claro. Hay que proteger las zonas sensibles, pero todas las zonas no son igualmente sensibles. Muchas gracias.","Señor Presidente , el acuerdo alcanzado por el Parlamento y el Consejo refleja lo que los Estados miembros implicados aprobaron por unanimidad en la OMI . Estos mares presentan un estado preocupante en términos de acidificación . Además , su capacidad de regeneración es muy limitada . Los combustibles exigidos van a ser más caros y , por eso , se prevé una ayuda económica para los empresarios , lo que es muy razonable .
Pero algunos diputados han intentado que los requisitos para los nuevos combustibles se apliquen a todos los mares de la Unión Europea . Nos encontraríamos con la paradoja de que un problema medioambiental de algunos países de la Unión se quiera resolver creando un problema económico de primer orden en el Mediterráneo , que no tiene ese problema medioambiental , pero que tiene otro tipo de problemas medioambientales cuyos costes no se pretende imponer al resto de los países .
El Tratado es muy claro . Hay que proteger las zonas sensibles . Pero todas las zonas no son igualmente sensibles .
"
